#photon_energies	cross_sections
7.98820836443703	0.235121755401084
8.17796881427672	0.234565582674288
8.36772050324614	0.234527415851964
8.55749409439122	0.233199872911244
8.74727206597143	0.231624274991128
8.93703908646382	0.230694454744627
9.1268564819602	0.226872873008647
9.31665854593362	0.223977417401093
9.50645403925435	0.221484983062917
9.69627800540343	0.217455957323273
9.88609759111737	0.213735795280099
10.075939079007	0.208924116927328
10.2657499038507	0.205803322573178
10.4556198645686	0.199733386872922
10.6454591622406	0.195344615093364
10.8353050305654	0.190736509185314
11.0251684206306	0.185417408080991
11.2150274302607	0.180445522141419
11.404875488803	0.176091758966319
11.5947476397385	0.170803927333368
11.7846285515443	0.165309882745292
11.9745094633501	0.159992558484477
12.1644100871139	0.154079753445873
12.3542712869616	0.149865516385044
12.5441653400727	0.144565910986921
12.7340593931839	0.139453712392266
12.9239446854248	0.13481931557332
13.113823407013	0.130554710894961
13.3037021286012	0.126425004194576
13.4935852306245	0.122290994969443
13.6834486206898	0.118880645429288
13.8733404835834	0.114739988206594
14.063217014954	0.111171814482079
14.2530913561071	0.107774012173843
14.4429569363899	0.104710748239544
14.6328356579781	0.101398537782771
14.8227099991312	0.0982994412416635
15.0125996718072	0.0949279625354433
15.2024915347008	0.0916215861922747
15.3923680660714	0.0887723464323662
15.5822358365718	0.08620162395225
15.772129889683	0.0831533270348283
15.9620217525766	0.0802570656380764
16.1518851426418	0.0780189233532634
16.3417726251003	0.0753845812982037
16.5316469662534	0.0730805629142835
16.7215300682767	0.0706908796139724
16.9113890779068	0.0687953348857497
17.1012612288423	0.0667294906341861
17.2911443308656	0.0645474829559774
17.4810142915836	0.0626437281173409
17.6708689207786	0.0610312306085895
17.8607695445424	0.0587757146566418
18.0506460759131	0.0569479128243825
18.2405226072837	0.0551769518073737
18.4304013288719	0.0534315944317285
18.6202844308952	0.0516844186598032
18.8101565818307	0.0501323954105367
19.0000396838541	0.0484931011393955
19.1899205956599	0.0469332818540115
19.3798036976832	0.0453985963589522
19.569704321447	0.043720811767972
19.7595874234704	0.0422911717981689
19.9494989983221	0.0406160973386525
20.1393799101278	0.0393096481647019
20.3292914849795	0.0377526662970082
20.5191921087434	0.0363574504343696
20.7090993031599	0.0349559267664803
20.8990152584467	0.0335343865218365
21.0889355941687	0.0321351982212752
21.2788559298906	0.0307943896348964
21.4687828362652	0.0294607518842425
21.658714123075	0.0281538067307235
21.8486278881442	0.0270237823041306
21.9608535410708	0.0263517081054273
