# B Deg6 IP8.298019 EAnan	
8.05768059026037	43.74
8.1263798165463	21.63
8.1937375214903	17.81
8.29990954777559	16.45
10.0981957769507	13.29
10.5650084685699	13.35
10.738445681086	14.75
10.7707292697282	10.89
10.802269987526	0.4573
10.8330909641575	4.987
10.8632112475932	7.51
10.8926539675113	8.714
11.0040342531241	10.66
11.0303735144409	12.38
11.0561454183545	10.59
11.0813662916966	10.09
11.6569224856013	11.06
11.7224202922954	12.06
11.7591080438016	14.23
11.7709313911255	9.365
11.7825588164684	0.7448
11.7939944015382	4.427
11.805242228043	6.338
11.8163077382599	7.329
11.8484430248471	8.787
11.8588146447148	9.991
11.8690216356957	8.592
11.9713718227827	9.404
12.1259869194324	10.28
12.1565888444047	11.32
12.1682706925201	12.58
12.1739959681862	13.78
12.1796464125402	12.98
12.1852247467206	0.3058
12.1907309707275	3.232
12.1961650845608	5.422
12.2015311699285	6.536
12.2120578946978	7.65
12.217221255238	8.039
12.2223193084511	8.799
12.2273534149067	7.987
12.2699569217827	8.84
12.3601817151585	9.917
12.3768690977739	10.95
12.3832937060665	12.2
12.386454308579	13.45
12.3895808968587	13.89
12.3926734709055	0.7957
12.3957333912889	2.656
12.3987620185781	4.977
12.4017579922038	6.152
12.4076560601726	7.302
12.413430316334	8.304
12.4162739061967	7.685
12.4379899529903	8.534
12.4482037468177	8.518
12.4957284328963	9.834
12.5037530707003	10.74
12.5076565440573	11.98
12.51148926781	14.21
12.5133790985848	1.407
12.5152526025278	2.323
12.5171084190698	4.72
12.51894790878	5.932
12.5225779077053	7.104
12.5261439598728	8.038
12.5279031759936	7.514
12.5397931912138	8.326
12.546268140571	8.547
12.5478532038198	8.318
12.5540573998839	8.717
12.5782306348555	9.708
12.5834470575989	10.61
12.5859926827822	11.84
12.5884988514555	14.33
12.5897369695297	1.978
12.5909655636187	2.104
12.5921846337225	4.553
12.5933941798411	5.792
12.5957847001228	6.98
12.5981384850331	7.873
12.5993017717951	7.406
12.6071985160837	8.23
12.6115264870661	8.455
12.6125877311297	8.162
12.6146884501479	8.543
12.632258842247	9.503
12.6367487209775	10.53
12.6385011342518	11.74
12.6402276967091	14.39
12.6410834948065	2.489
12.6419311294881	1.945
12.6427746824617	4.435
12.6436114325888	5.695
12.6452686060112	6.895
12.6469026497552	7.762
12.6477121884961	7.334
12.6532224942109	8.164
12.656255203208	8.392
12.6570007951911	8.017
12.6577423054663	8.428
12.6709343855184	9.444
12.6741453290954	10.46
12.67540249514	11.66
12.6766433343528	14.41
12.677258311682	2.952
12.6778692073032	1.82
12.6784760212165	4.345
12.6790787534218	5.623
12.6802746938473	6.834
12.6814543074411	7.683
12.6820393522454	7.284
12.6860353443156	8.118
12.6884694028153	8.487
14.5228801078013	6.684
14.9576908486259	6.615
14.9999365257728	6.845
15.0812985706483	8.938
15.1204693611494	6.966
15.1586741474388	6.508
15.2323353700067	6.096
16.2600686114383	5.632
16.2741096867412	5.779
16.287919465261	6.554
16.3148043148721	5.786
16.3407639773507	6.423
16.3658528754695	5.787
16.4898143455131	5.551
16.7506218769878	5.485
16.7632751715922	5.828
16.7694793676563	5.502
16.7756019295616	7.61
16.7816428573082	6.079
16.7992758355956	5.537
16.9911977427886	5.526
16.9945991660693	5.689
16.9979733779639	5.32
17.0013203784721	6.007
17.0174703362091	5.41
17.1246831980183	5.59
17.1267376576799	5.848
17.1287785116483	5.567
17.1327921911196	5.699
17.1425066560094	5.355
17.2065758649256	5.655
17.2079092228516	5.81
17.2092425807777	7.426
17.2105623330106	5.393
17.2131746260902	5.624
17.2195148790856	5.331
17.2605088324651	5.666
17.2623592067299	5.833
17.2632707881691	6.255
17.2641823696084	23.33
17.2650939510476	5.333
17.2668762968467	5.578
17.2721008830059	5.324
17.2992986635588	5.697
17.3012987004479	6.058
17.3019517737178	7.109
17.3026048469877	5.61
17.3032443145645	5.298
17.304523249718	5.547
17.30827842102	5.315
17.3192582153702	5.503
17.3194895121533	5.645
17.6775777494574	5.704
17.9229564249306	5.143
18.0123458287487	4.37
