#e [eV]	xs [Mb]
7.62140476137385	0.233876317812898
7.81059492566901	0.235758650590256
7.99974802143048	0.23324839364213
8.18890220744293	0.230891962059317
8.37805857395736	0.228811171056461
8.56722584298171	0.228001086853359
8.75639311200606	0.227193870676381
8.94552549299868	0.22243554879912
9.13465460323833	0.217417448959046
9.32377172071707	0.211229311482438
9.51290192120771	0.206577735202802
9.7020386632043	0.202697135073981
9.8911492391771	0.196278453665222
10.0802859811737	0.19259132740338
10.2694150914133	0.188246507007269
10.4585343893941	0.183090145973569
10.6476525971238	0.177977002074749
10.8367642633476	0.172436036880944
11.0258584855555	0.165602208576397
11.2149472565085	0.158601968852168
11.4040480202223	0.152820436641978
11.5931302496693	0.145877769976536
11.7822135693674	0.139327204529455
11.9713045208223	0.133584672477926
12.1603834795163	0.127305428864752
12.3494711602183	0.121856933675898
12.5385675629282	0.117156555362541
12.7276563338812	0.112204181962132
12.9167505560891	0.10775740779328
13.1058415075441	0.103316061466606
13.294939000505	0.0993855667860093
13.4840375837168	0.0956572571778684
13.6731416181837	0.0923226307143927
13.8622412916466	0.0889082177945779
14.0513475066154	0.0859034109444396
14.2404482703293	0.0827719659760399
14.4295479437921	0.0797107699524847
14.618648707506	0.0768050658977712
14.8077429297139	0.0737611973262197
14.9968436934278	0.0710723735916218
15.1859422766397	0.0684061935626286
15.3750430403536	0.0659125762745139
15.5641361723105	0.0632655445007447
15.7532489287853	0.0613296553867979
15.9423453314952	0.0589639912144784
16.131449365962	0.0569084975562153
16.3205501296759	0.0548340068419076
16.5096585251467	0.0530391728454079
16.6987691011195	0.0513596150531653
16.8878785868413	0.0497058664956142
17.076996794571	0.0483177347277563
17.2660997387869	0.0466077012882204
17.4551983219988	0.0448592789956718
17.6443012662146	0.0432716452295548
17.8334042104305	0.0417402000833119
18.0225115156503	0.0403517299858016
18.2116166403681	0.0389665121510745
18.400721765086	0.0376288468859726
18.5898225287998	0.0362571590571392
18.7789265632667	0.0349932290046856
18.9680207854746	0.0336064091544659
19.1571215491885	0.0323813516195468
19.3462201324004	0.0311666108048399
19.5353176253613	0.0299809268342964
19.7244183890751	0.0288880293410415
19.9135104307811	0.0277126305114465
20.102599201734	0.0265411783995647
20.2916956044439	0.0255174075266485
20.48077674364	0.0243447377561654
20.669864424342	0.0233028168599302
20.858945563538	0.0222319201056182
21.048031063738	0.0212570031867342
21.2370991199221	0.020146566797175
21.4261726273612	0.0191467779395502
21.6152428640473	0.0181665712984814
21.8042934762155	0.0170665573300955
21.9503774785193	0.0162577683101297
