#e	xs
7.80697350598176	0.428961887065344
7.99660891722159	0.429163576883789
8.18624432846142	0.428655713225943
8.37587973970125	0.423452905649082
8.56551515094108	0.419468094195694
8.75515056218091	0.418740753417831
8.94478597342073	0.417093743573703
9.13442138466056	0.408412258237507
9.32405679590039	0.401679405585808
9.51369220714022	0.394839778605064
9.70332761838005	0.386834728062176
9.89296302961988	0.379410143961042
10.0825984408597	0.368859533502284
10.2722338520995	0.359592315377992
10.4618692633394	0.352301878052745
10.6515046745792	0.343640079437593
10.841140085819	0.332797185345529
11.0307754970589	0.322829985996002
11.2204109082987	0.312643713912647
11.4100463195385	0.301446212178512
11.5996817307783	0.290009423006694
11.7893171420182	0.280239978617076
11.978952553258	0.269905227031568
12.1685879644978	0.259521958774025
12.3582233757377	0.24843982910699
12.5478587869775	0.2394097807358
12.7374941982173	0.230199673898675
12.9271296094571	0.221221868551025
13.116765020697	0.213181112038829
13.3064004319368	0.205886202029489
13.4960358431766	0.19895058669512
13.6856712544165	0.19171932499368
13.8753066656563	0.185772398387674
14.0649420768961	0.179316496090253
14.254577488136	0.173467113497862
14.4442128993758	0.167716038908158
14.6338483106156	0.162155633652078
14.8234837218554	0.156866045904026
15.0131191330953	0.150914589814212
15.2027545443351	0.145429293632682
15.3923899555749	0.14053026869054
15.5820253668148	0.135571833515656
15.7716607780546	0.130788350538706
15.9612961892944	0.126382529844499
16.1509316005342	0.121386652164865
16.3405670117741	0.117881073575139
16.5302024230139	0.113784508636961
16.7198378342537	0.110072808159779
16.9094732454936	0.107189071702167
17.0991086567334	0.103350037802382
17.2887440679732	0.100254727881152
17.478379479213	0.0971449343919769
17.6680148904529	0.0938724475036676
17.8576503016927	0.0907602296508101
18.0472857129325	0.0876061595079769
18.2369211241724	0.0845616985905079
18.4265565354122	0.082074337109664
18.616191946652	0.0791784465383882
18.8058273578918	0.0764690149351247
18.9954627691317	0.0737302362895291
19.1850981803715	0.0709720527790648
19.3747335916113	0.068317050496008
19.5643690028512	0.0658702388143448
19.754004414091	0.0633711394606903
19.9436398253308	0.0612363784020689
20.1332752365707	0.0586214571484024
20.3229106478105	0.0563973746445758
20.5125460590503	0.0541978726074863
20.7021814702901	0.0518549104064856
20.89181688153	0.0495312339782812
21.0814522927698	0.0473116840850697
21.2710877040096	0.0451417863365458
21.4607231152495	0.0431189324927149
21.6503585264893	0.0407799722953613
21.8399939377291	0.0388025212223094
21.969290809029	0.0374189138441238
