#photon energy [eV]	cross section [Mb]
7.99115420706208	0.111998968225812
8.18090808624907	0.111919016993272
8.37067072630633	0.111592728657882
8.56044650766897	0.110899892296598
8.75022228903161	0.110211357489987
8.94001121169965	0.109165346172302
9.12979575393255	0.108248570144347
9.31959781790598	0.106867052269258
9.5093998818794	0.105503165958601
9.69921727737578	0.103755447433846
9.88903029243703	0.102149266046218
10.0788630194564	0.100070119725571
10.2686935562581	0.0980873614175569
10.4585635169761	0.0951943858845663
10.6483918635603	0.0933596968711683
10.838253063408	0.0908062147572418
11.0281186436908	0.0882252270305589
11.2179579413628	0.0862866408347363
11.4078191412105	0.083926613955618
11.5976934823636	0.0813615209601552
11.7875634430815	0.078961855131011
11.9774443548873	0.0764219840658671
12.1673121253877	0.0742089107349411
12.3572039882812	0.0716241866941749
12.547084900087	0.0693203375882088
12.7369636216752	0.0671275966242974
12.9268642454391	0.0646467787955856
13.1167385865921	0.062670945485362
13.3066129277452	0.0607555006019482
13.4964872688983	0.0588985984622729
13.6863638002689	0.057066975200595
13.8762490925098	0.0551704964063083
14.0661212434453	0.0535137902786884
14.255997774816	0.0518496232924777
14.4458808768393	0.0501541768704956
14.6357464571221	0.0487286432185237
14.8256229884928	0.0472132843006673
15.0155082807337	0.0456442683826147
15.205391382757	0.044151732726632
15.3952722945628	0.0427315570197381
15.5851553965861	0.0413342649883928
15.7750363083919	0.0400047153790425
15.9649259810679	0.0386326318316166
16.154800322221	0.0374518825003023
16.3446702829389	0.0363472816814814
16.5345621458325	0.0350812923030065
16.7244386772031	0.0339903374635112
16.9142976868333	0.0330789015704892
17.104178598639	0.0320148923115093
17.2940507495745	0.0310535221640131
17.4839185200749	0.0301542557739484
17.6737884807928	0.0292648901828177
17.8636650121635	0.0283548132878024
18.0535327826639	0.0275336977167052
18.2434202651223	0.0266040107291267
18.4332989867105	0.0257624726443494
18.6231755180812	0.0249613136116102
18.813041098364	0.0242518374568593
19.00293077104	0.0234200468328261
19.1928051121931	0.0227042476929244
19.3827079261745	0.0218531196582333
19.5725844575451	0.0211735333293347
19.7624675595685	0.0204811735966238
19.952374753985	0.0196916559269612
20.1422622364435	0.0190267588082548
20.3321672406425	0.0183033960364921
20.5220678644063	0.0176269619989764
20.711979439258	0.0169287909011344
20.9018800630219	0.0163031578024087
21.0918025889614	0.0156143131777285
21.2817229246833	0.0149628217808201
21.4716564017106	0.0142911552721764
21.6615964493907	0.0136270792339654
21.8515080242423	0.0130873360343312
21.9637205358635	0.0128041476605493
