#e	xs
7.62333232512673	0.619106310477243
7.81250940641	0.619979143225558
8.0016832169403	0.619828502690764
8.19083522245077	0.61289127565562
8.37998068645529	0.604032859613999
8.56914468472666	0.600900926032269
8.75830541224506	0.596798600978071
8.94743343223372	0.583013844676883
9.13654727895949	0.565485235903471
9.32567747945013	0.553032429560675
9.51480767994077	0.540853852103031
9.70393460967843	0.528070455684489
9.89305826866312	0.514738234273018
10.0821732056399	0.499537342841208
10.2712925036206	0.485854247571851
10.4604281553662	0.476464967372673
10.649540911841	0.461885414619389
10.8386503975628	0.447012983480838
11.0277413490177	0.428588825802816
11.2168323004727	0.410924041115487
11.4059145299197	0.392255669888641
11.5950022106217	0.375467673106042
11.7840920718256	0.359794176168327
11.9731764817746	0.343827069374496
12.1622619819746	0.328749522068145
12.3513507529276	0.314852814509192
12.5404384336296	0.301377552217959
12.7295293850845	0.288955927460122
12.9186257877944	0.277810052260587
13.1077156489984	0.266213168386798
13.2968153224612	0.256367676826049
13.4859106349202	0.246343148559747
13.675010308383	0.237232519641987
13.8641154331009	0.229088662679697
14.0532107455598	0.220130802613429
14.2423136897756	0.212340060028707
14.4314111827365	0.20426192130978
14.6205097659484	0.196599322922267
14.8096138004153	0.189745840768801
14.9987167446311	0.183030465253874
15.1878055155841	0.175293508454634
15.3769106403019	0.169275930167193
15.5660081332628	0.162836097544554
15.7551099872277	0.156986633409689
15.9442151119455	0.151597504257373
16.1333191464124	0.14631279231384
16.3224329931381	0.141913823544177
16.511535937354	0.136891291234657
16.7006465133268	0.132556441678209
16.8897494575426	0.127865080438431
17.0788633042684	0.124020751540842
17.2679760607432	0.120225788189051
17.4570746439551	0.115715687016949
17.6461743174179	0.111436117276371
17.8352827128888	0.107788575481692
18.0243911083596	0.104260425509603
18.2134896915715	0.10034924244
18.4025904552853	0.0966912022426825
18.5916955800032	0.0933719299870717
18.7807908924621	0.0897208864428044
18.9699014684349	0.086879752128905
19.1589989613958	0.0835745506070237
19.3480964543567	0.0803950902024058
19.5371961278195	0.0774217993358797
19.7262892597765	0.0743125601829306
19.9153900234903	0.0716036375672239
20.1044744334393	0.0684259793292879
20.2935686556473	0.0657141831017413
20.4826596071022	0.0630056969595244
20.6717385657963	0.0600440688558809
20.8608218854943	0.0573478211492375
21.0499008441883	0.0546521455675928
21.2389754418784	0.0519685975825178
21.4280424078115	0.0492267177038248
21.6171061029917	0.0465525393776886
21.8061719786738	0.0440721390725461
21.952266338362	0.0422037319102653
