#photon energy [eV]	cross section [Mb]
7.97865682563566	0.0338519763201059
8.16841727547535	0.0337719005910638
8.3581799155326	0.0336734421027493
8.54795569689524	0.0334643766432074
8.73775119021597	0.0330919830223728
8.92750725962053	0.0330501316865469
9.1172874214183	0.0328087356266677
9.30710919734981	0.032229679128041
9.49691783197594	0.0317657601430043
9.68673084703718	0.0312740117676904
9.87655043275113	0.0307389866851492
10.0663743989002	0.0301798148313632
10.2562158867898	0.0295003986319176
10.4460551844618	0.0288521819315027
10.6359032430041	0.028156040704367
10.8257469211113	0.0275070131013221
11.0155949796536	0.0268433279110424
11.2054561795013	0.0261091357489396
11.3953327108719	0.025297196218482
11.5851763889791	0.0247140681147181
11.7750551105673	0.0239323126959555
11.9649228810676	0.0232392665310044
12.1548125537437	0.0224422051106364
12.3447000362021	0.0216844345315228
12.5345787577903	0.0209985124842445
12.7244662402488	0.020289488799305
12.9143383911843	0.0196802189429577
13.1042193029901	0.0190471890000064
13.2940980245783	0.0184446883051052
13.4839855070367	0.0178218955773128
13.6738686090601	0.0172391320552126
13.8637232382551	0.0167953836014169
14.0535953891906	0.0162910376784933
14.2434675401261	0.0158018366796754
14.4333396910616	0.015327325820428
14.6232293637376	0.0148016285023747
14.8130949440204	0.0143809213778494
15.0029802362613	0.0139030072718445
15.192856767632	0.013470652815351
15.3827508207431	0.0129942981068197
15.5726317325489	0.0125763261415131
15.7625214052249	0.0121449827355587
15.952395746378	0.0117737892764556
16.1422657070959	0.0114265347085366
16.3321444286841	0.0110650905551655
16.5220187698372	0.0107269024055492
16.7118931109903	0.01039905047722
16.9017674521434	0.010081218858841
17.0916417932964	0.0097731012944387
17.2815073735792	0.0094953201474102
17.4713707636445	0.009230522557805
17.6612494852327	0.0089385426622216
17.851132587256	0.0086462585681037
18.0410134990618	0.0083681447633755
18.230876889127	0.0081347809032413
18.4207599911504	0.0078687792565522
18.6106277616507	0.0076409104602565
18.8005064832389	0.0073992131755821
18.9903939656974	0.0071493756027854
19.1802770677207	0.0069155960203037
19.3701689306143	0.0066747232314044
19.5600586032904	0.0064457932704571
19.7499482759664	0.0062247151597218
19.93984013886	0.0060079060088946
20.1297385724063	0.0057890644542902
20.3196260548647	0.0055935942363492
20.5095266786286	0.0053868731707079
20.6994426339154	0.0051678071148682
20.8893388772441	0.0049823130820111
21.0792504520958	0.00478497295077
21.269179548688	0.0045752228158575
21.4591064550626	0.0043770799093988
21.6490224103495	0.0041990787570677
21.8389602678119	0.0040061658756252
21.9598296143592	0.0038882386268645
